id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
19470,Hsiao,657.0,France,Male,38.0,7,160396.49,1,1.0,1.0,101459.54,0
19471,Chin,735.0,Germany,Male,40.0,8,147976.92,2,1.0,0.0,140517.04,0
19474,Maclean,652.0,Spain,Female,39.0,8,0.0,2,1.0,1.0,82564.43,0
19475,Whitehouse,684.0,Germany,Female,37.0,8,70383.23,2,1.0,1.0,177063.03,0
19476,Chimezie,662.0,France,Male,37.0,1,112618.77,1,1.0,1.0,135179.49,0
19477,Tien,749.0,France,Male,38.0,7,0.0,2,1.0,1.0,103925.05,0
19478,Milani,559.0,France,Male,27.0,9,0.0,1,1.0,1.0,1286.37,0
19479,Iweobiegbunam,769.0,Germany,Male,30.0,6,133980.69,2,0.0,0.0,151687.29,0
19480,Maclean,748.0,Germany,Male,33.0,5,147046.14,1,1.0,0.0,,1
19481,Milanesi,729.0,Germany,Female,27.0,7,110216.22,1,1.0,1.0,146763.76,0
19483,Ulyanova,543.0,Spain,Male,41.0,8,0.0,2,1.0,0.0,,0
19485,Dore,544.0,Spain,Male,38.0,2,116661.71,1,1.0,1.0,115329.34,0
19487,L?,790.0,France,Male,34.0,2,0.0,2,0.0,1.0,86023.66,0
19488,Maclean,711.0,Germany,Female,41.0,4,137377.79,1,1.0,0.0,,1
19489,Ts'ui,576.0,France,Male,42.0,4,0.0,1,1.0,0.0,163684.24,0
19490,Hsu,850.0,France,Female,44.0,5,128381.13,2,0.0,0.0,,0
19491,Martin,746.0,France,Female,40.0,4,171740.39,1,1.0,0.0,98053.49,0
19492,Ulyanov,648.0,Germany,Male,36.0,9,163842.47,2,1.0,0.0,187292.54,0
19493,Kuo,793.0,France,Female,61.0,8,0.0,4,1.0,0.0,82811.38,1
19496,Ts'ui,599.0,Spain,Male,23.0,6,0.0,2,1.0,0.0,174254.88,0
19497,Tsai,576.0,France,Male,42.0,10,0.0,2,1.0,1.0,53002.08,0
19498,Uspenskaya,690.0,Germany,Female,54.0,9,140521.44,1,1.0,1.0,116821.1,0
19499,Smith,674.0,France,Male,33.0,4,0.0,1,1.0,0.0,25968.54,0
19500,Genovese,615.0,Spain,Male,39.0,1,130869.58,1,1.0,1.0,89167.64,0
19501,T'ien,594.0,France,Male,41.0,4,0.0,2,1.0,1.0,124344.57,0
19502,Cawthorne,,Germany,Female,37.0,2,112945.67,2,1.0,0.0,139151.65,0
19503,Yudina,765.0,Germany,Female,37.0,9,73859.69,1,0.0,1.0,15239.49,0
19504,Hales,642.0,France,Male,43.0,3,126863.27,3,0.0,0.0,161862.1,1
19506,Y?an,645.0,France,Female,39.0,8,128964.2,1,0.0,0.0,,1
19508,Crace,718.0,France,Female,47.0,8,0.0,2,0.0,1.0,105249.09,0
19509,Aleksandrova,552.0,France,Male,30.0,8,0.0,2,0.0,1.0,132133.92,0
19510,Palermo,602.0,Spain,Male,32.0,6,0.0,2,1.0,1.0,57608.89,0
19511,Mazzi,713.0,France,Male,37.0,3,155529.04,2,1.0,1.0,,0
19513,McGregor,564.0,France,Female,42.0,4,0.0,2,1.0,1.0,93361.31,0
19515,T'ao,639.0,Spain,Male,37.0,6,0.0,2,1.0,1.0,141315.98,0
19516,Hughes-Jones,694.0,France,Female,41.0,1,175881.4,2,1.0,0.0,182403.8,0
19517,He,781.0,France,Female,44.0,7,0.0,2,1.0,1.0,180761.23,0
19518,P'eng,710.0,France,Female,37.0,7,0.0,2,1.0,1.0,157660.04,0
19519,Y?an,593.0,France,Male,29.0,8,0.0,1,0.0,0.0,127135.01,0
19520,Ewing,756.0,Germany,Male,24.0,1,76233.73,2,1.0,1.0,159759.89,0
19521,Maclean,676.0,France,Male,44.0,3,0.0,2,0.0,1.0,153365.14,0
19522,Lin,674.0,France,Male,34.0,7,0.0,1,0.0,1.0,187529.48,0
19523,Ugochukwutubelum,741.0,France,Male,41.0,3,0.0,2,1.0,1.0,163442.5,0
19525,McGregor,774.0,France,Male,38.0,6,0.0,1,1.0,0.0,62021.43,1
19526,Iloerika,837.0,France,Male,41.0,7,0.0,2,1.0,0.0,,0
19527,Nucci,621.0,France,Male,61.0,6,0.0,2,1.0,1.0,129267.56,0
19532,Mamelu,652.0,France,Male,25.0,0,0.0,1,1.0,1.0,70937.76,0
19533,Lettiere,632.0,Germany,Male,51.0,4,108532.43,4,1.0,0.0,174842.72,1
19534,Baranov,645.0,France,Female,32.0,8,0.0,2,1.0,0.0,29081.4,0
19535,Chien,526.0,Germany,Female,41.0,8,133163.6,1,1.0,1.0,171135.52,0
19536,Li,748.0,France,Male,49.0,2,0.0,2,1.0,0.0,150616.03,0
19537,P'eng,569.0,Germany,Male,30.0,2,108654.4,3,1.0,0.0,109661.54,0
19539,Tung,616.0,France,Male,39.0,3,0.0,2,1.0,0.0,93931.63,0
19541,Gboliwe,645.0,Spain,Female,51.0,1,0.0,1,0.0,0.0,129615.7,1
19542,Smith,589.0,France,Male,37.0,5,0.0,1,1.0,1.0,61166.88,0
19545,Palerma,,Spain,Female,36.0,9,71291.43,2,1.0,1.0,140972.48,0
19546,Fang,544.0,France,Female,47.0,4,0.0,2,1.0,1.0,94100.58,0
19547,Ni,534.0,Germany,Male,40.0,8,122551.68,2,1.0,0.0,89252.95,0
19549,Hsieh,619.0,France,Female,32.0,2,111527.81,1,1.0,1.0,172401.43,0
19552,Anenechukwu,705.0,Spain,Male,37.0,4,126929.75,1,0.0,1.0,136282.26,0
19553,Milne,577.0,Spain,Female,34.0,2,115524.75,1,1.0,0.0,154892.07,0
19554,Tretiakova,,Spain,Female,42.0,4,101638.15,1,0.0,0.0,,0
19555,Fanucci,543.0,France,Male,47.0,9,0.0,2,1.0,0.0,59105.88,0
19556,Echezonachukwu,732.0,France,Male,35.0,9,0.0,1,1.0,0.0,51509.64,1
19558,Maclean,739.0,France,Male,36.0,6,0.0,2,1.0,0.0,,0
19560,Hs?,769.0,France,Male,38.0,9,0.0,1,0.0,0.0,102521.22,0
19561,Onyemauchechukwu,683.0,France,Male,34.0,3,0.0,1,1.0,0.0,,0
19562,Maclean,653.0,France,Male,39.0,8,0.0,2,0.0,0.0,,0
19563,Ts'ai,625.0,France,Male,44.0,3,0.0,2,0.0,0.0,2630.06,0
19564,Boulger,654.0,Spain,Male,37.0,2,0.0,2,0.0,0.0,186109.78,0
19565,Oster,714.0,France,Female,53.0,1,0.0,1,0.0,1.0,68526.32,1
19566,Hsueh,850.0,France,Female,40.0,3,0.0,2,1.0,0.0,108731.59,0
19567,Holmes,667.0,Germany,Male,46.0,9,113630.33,1,1.0,0.0,189312.5,1
19568,Onio,760.0,France,Male,31.0,1,123909.59,1,1.0,1.0,,0
19572,Barclay-Harvey,513.0,France,Male,44.0,1,63507.15,2,1.0,1.0,52425.45,0
19573,Bellucci,575.0,Spain,Male,35.0,2,0.0,2,1.0,1.0,44853.6,0
19574,Ofodile,727.0,Germany,Female,48.0,6,106739.75,1,1.0,1.0,173422.19,1
19576,Ch'iu,738.0,Germany,Male,24.0,4,61254.22,1,1.0,1.0,,0
19577,Doyne,671.0,France,Male,31.0,3,109333.21,2,0.0,0.0,122991.43,0
19578,Wallace,725.0,France,Male,42.0,4,98374.05,1,1.0,0.0,,0
19579,Wei,744.0,France,Male,46.0,3,124929.26,2,1.0,1.0,94129.03,0
19581,Nnaife,569.0,France,Female,37.0,8,0.0,2,1.0,1.0,61639.5,0
19582,Martin,683.0,France,Male,27.0,7,0.0,2,1.0,0.0,79508.54,0
19583,T'ao,687.0,France,Male,40.0,2,0.0,2,1.0,0.0,,0
19584,H?,682.0,France,Male,38.0,4,0.0,1,0.0,1.0,186858.84,0
19585,Russell,709.0,France,Female,48.0,9,117354.66,1,1.0,0.0,62163.23,1
19586,K'ung,664.0,France,Male,38.0,5,0.0,2,1.0,1.0,102317.62,0
19588,Nwagugheuzo,557.0,Spain,Male,35.0,3,0.0,2,0.0,1.0,73094.46,0
19590,Onyemauchechukwu,652.0,Spain,Male,33.0,6,0.0,2,1.0,1.0,63092.03,0
19592,Ch'eng,681.0,Germany,Female,36.0,8,132505.06,1,1.0,0.0,57205.56,0
19593,Fiorentini,607.0,France,Male,37.0,3,166561.51,1,1.0,0.0,,0
19594,Mazzi,699.0,France,Female,29.0,3,0.0,2,1.0,1.0,145674.44,0
19596,Onyemauchechi,762.0,Spain,Male,40.0,9,131455.11,1,0.0,0.0,71053.13,0
19597,Fanucci,681.0,France,Female,40.0,4,0.0,2,1.0,1.0,111619.24,0
19598,T'ien,611.0,France,Male,29.0,8,0.0,2,1.0,0.0,140741.12,0
19599,Onyekaozulu,696.0,France,Male,58.0,1,155497.45,1,0.0,1.0,65831.1,0
19600,Hsueh,602.0,France,Male,31.0,5,0.0,2,1.0,1.0,58641.79,0
19601,P'eng,523.0,France,Female,73.0,7,0.0,2,0.0,0.0,131110.11,0
19603,White,685.0,Spain,Male,40.0,1,62772.55,1,1.0,1.0,,0
19604,Chatfield,683.0,France,Male,30.0,2,106681.98,1,1.0,0.0,,0
19605,Hsiao,611.0,Germany,Male,50.0,6,127189.33,1,1.0,1.0,145285.58,1
19606,Mancini,562.0,Spain,Female,27.0,3,0.0,2,1.0,0.0,28134.5,0
19608,T'ien,627.0,France,Female,53.0,2,0.0,1,1.0,0.0,181075.5,1
19610,Kuo,709.0,France,Female,46.0,4,126983.14,1,0.0,1.0,101460.7,1
19611,Yobachi,567.0,France,Male,42.0,2,0.0,2,0.0,1.0,140663.16,0
19612,H?,693.0,Germany,Female,36.0,5,91347.02,1,1.0,0.0,131239.17,0
19613,Hsia,554.0,France,Male,35.0,3,0.0,1,1.0,1.0,103016.77,0
19614,Zetticci,625.0,France,Male,26.0,7,0.0,1,0.0,0.0,183329.83,0
19615,Chiang,613.0,Germany,Male,41.0,5,101258.96,1,1.0,1.0,110086.31,0
19616,Pickworth,764.0,Spain,Female,34.0,7,0.0,2,1.0,0.0,853.27,0
19618,Lai,733.0,Spain,Female,30.0,2,0.0,2,1.0,1.0,62606.12,0
19619,Ts'ui,537.0,France,Male,40.0,9,0.0,2,0.0,0.0,142164.92,0
19622,Yermakov,687.0,France,Male,23.0,4,0.0,2,1.0,1.0,89591.72,0
19624,Onwuamaeze,633.0,France,Female,44.0,6,0.0,2,1.0,0.0,,0
19625,Tsao,599.0,France,Male,33.0,6,157814.68,1,1.0,1.0,166510.07,0
19627,Scott,543.0,Spain,Male,19.0,7,0.0,2,1.0,0.0,44675.35,0
19632,Brown,743.0,France,Male,32.0,6,0.0,2,1.0,1.0,94687.19,0
19633,Iloerika,582.0,Spain,Female,34.0,5,0.0,2,0.0,1.0,102738.5,0
19634,Cattaneo,588.0,France,Male,43.0,4,140827.39,1,1.0,0.0,69151.62,0
19635,Zetticci,731.0,France,Male,34.0,2,81920.36,1,1.0,1.0,106685.7,0
19636,Koger,558.0,Germany,Male,41.0,2,111192.45,1,1.0,0.0,,1
19637,Bancks,584.0,France,Female,35.0,5,89166.72,2,1.0,0.0,138005.36,1
19638,Okwuadigbo,,Spain,Male,32.0,8,0.0,2,1.0,0.0,79505.43,0
19639,Whitehead,708.0,France,Female,51.0,2,0.0,1,1.0,1.0,160483.64,0
19640,Jackson,809.0,France,Female,24.0,4,113212.24,1,1.0,0.0,192933.01,0
19641,Kao,621.0,Germany,Female,41.0,1,118963.92,2,0.0,1.0,141460.52,0
19643,Hsiao,616.0,France,Male,39.0,7,0.0,1,1.0,0.0,145686.73,0
19645,Kao,529.0,France,Male,33.0,8,137679.96,1,1.0,1.0,74657.0,0
19646,Efremov,697.0,Spain,Female,33.0,2,0.0,2,0.0,1.0,53476.5,0
19647,Aksenov,637.0,Germany,Male,30.0,10,142313.59,2,1.0,1.0,185989.84,0
19649,Shih,641.0,France,Female,46.0,3,92763.41,1,1.0,1.0,,0
19650,Y?an,685.0,Germany,Female,44.0,10,135947.16,1,1.0,0.0,,1
19651,Yefimova,678.0,France,Female,46.0,5,0.0,1,0.0,0.0,196589.64,1
19653,Ibrahimova,775.0,Spain,Male,44.0,5,120220.15,1,1.0,0.0,,0
19654,Yirawala,635.0,Germany,Male,26.0,6,135504.24,2,1.0,0.0,122935.01,0
19655,Shih,675.0,France,Male,34.0,3,0.0,2,1.0,1.0,,0
19657,Kovaleva,658.0,Germany,Female,26.0,9,139219.53,1,0.0,1.0,143471.75,1
19658,Santiago,710.0,France,Female,32.0,3,0.0,2,1.0,1.0,112275.37,0
19659,Ting,573.0,France,Female,37.0,5,0.0,2,1.0,1.0,91675.55,0
19660,Nwokezuike,705.0,Spain,Female,40.0,10,0.0,1,1.0,1.0,77473.8,1
19661,Hao,710.0,France,Male,42.0,8,0.0,2,1.0,1.0,177367.24,0
19663,Pinto,575.0,France,Female,34.0,1,0.0,2,1.0,0.0,55937.57,0
19664,Y?,555.0,France,Male,41.0,4,0.0,1,1.0,0.0,125346.09,1
19666,Williamson,576.0,France,Female,32.0,6,0.0,2,0.0,0.0,,0
19667,Hs?,678.0,France,Female,29.0,10,0.0,2,1.0,0.0,140624.74,0
19668,Y?,727.0,Spain,Female,42.0,8,141746.63,1,1.0,0.0,162195.91,0
19670,Kable,596.0,France,Female,39.0,6,132735.68,1,1.0,1.0,151747.99,0
19671,Owens,685.0,France,Female,40.0,5,0.0,2,1.0,1.0,72931.35,0
19672,Maclean,732.0,France,Male,38.0,5,0.0,2,1.0,0.0,123444.51,0
19673,Molineux,735.0,France,Female,25.0,3,0.0,2,0.0,0.0,28298.59,0
19674,Lucas,723.0,Spain,Male,49.0,1,113617.44,1,0.0,0.0,,1
19675,L?,684.0,Spain,Male,39.0,5,0.0,2,1.0,0.0,91196.23,0
19676,Wright,,Spain,Female,45.0,4,122034.85,1,1.0,1.0,123572.55,0
19677,Onyekachi,632.0,Germany,Female,31.0,1,97961.07,2,1.0,1.0,127214.28,0
19678,Hsiao,712.0,Spain,Female,34.0,1,88646.04,1,1.0,0.0,130058.3,0
19680,Chinweuba,705.0,Germany,Female,25.0,1,146758.29,1,0.0,1.0,9951.2,0
19681,Mitchell,,Spain,Female,34.0,4,131921.12,1,1.0,0.0,,0
19682,Eluemuno,685.0,Germany,Female,42.0,9,127770.8,2,1.0,1.0,166368.27,0
19684,Monds,696.0,France,Male,29.0,6,0.0,2,1.0,1.0,59036.87,0
19685,Tung,665.0,Spain,Male,36.0,0,145949.99,2,1.0,0.0,137887.68,0
19686,Ch'ien,735.0,France,Male,29.0,2,153449.61,1,0.0,1.0,102880.07,0
19687,Brown,850.0,France,Female,37.0,6,0.0,2,1.0,0.0,121388.02,0
19689,Macleod,628.0,Spain,Female,33.0,6,126568.51,2,1.0,1.0,153381.88,0
19691,Ponomarev,748.0,Spain,Female,32.0,10,0.0,2,1.0,1.0,69243.08,0
19692,Hsia,629.0,France,Male,29.0,3,105226.56,1,1.0,0.0,92939.29,0
19693,Nwora,,France,Female,35.0,1,0.0,1,1.0,0.0,179695.95,1
19695,Nnamutaezinwa,,France,Female,35.0,4,0.0,2,0.0,1.0,131691.58,0
19696,Calabrese,583.0,France,Female,43.0,5,0.0,1,0.0,1.0,71240.58,0
19699,Chien,727.0,Germany,Male,43.0,8,102214.31,1,1.0,1.0,184360.75,1
19701,Fiorentino,759.0,Germany,Female,47.0,8,99402.01,2,1.0,0.0,196550.61,0
19702,Pugliesi,545.0,France,Male,32.0,3,0.0,2,1.0,1.0,51605.36,0
19703,Hao,690.0,Spain,Female,32.0,8,0.0,2,1.0,1.0,158687.14,0
19705,Laidley,716.0,Spain,Male,40.0,2,0.0,2,0.0,0.0,131202.13,0
19706,Bellucci,609.0,France,Female,33.0,8,0.0,2,1.0,1.0,74870.5,0
19707,Lo,695.0,Germany,Male,46.0,5,90405.85,1,1.0,0.0,97154.06,1
19709,Titheradge,745.0,Spain,Female,38.0,9,0.0,2,0.0,0.0,114663.66,0
19710,Ramsey,638.0,Spain,Male,40.0,5,160594.09,1,1.0,0.0,29181.35,0
19711,Sal,744.0,France,Male,38.0,8,73102.41,2,0.0,0.0,78565.65,0
19713,Trevisani,,France,Female,38.0,7,92328.86,1,0.0,0.0,,0
19714,Trevisano,731.0,France,Female,40.0,7,0.0,2,1.0,1.0,,0
19717,Toscani,682.0,France,Male,40.0,8,123833.05,1,1.0,0.0,,0
19718,Chukwuebuka,564.0,Germany,Female,37.0,8,110847.28,2,1.0,0.0,84660.14,0
19720,Hsueh,622.0,France,Female,38.0,2,0.0,1,0.0,1.0,163411.36,1
19721,K'ung,715.0,France,Male,34.0,9,99495.4,1,0.0,1.0,93213.95,0
19722,Howe,597.0,Spain,Female,38.0,7,126657.88,1,1.0,1.0,62219.07,0
19723,Tsai,676.0,Spain,Male,32.0,8,0.0,2,1.0,0.0,,0
19724,Ch'ien,693.0,France,Male,41.0,9,177853.35,1,1.0,0.0,58802.43,0
19725,Okechukwu,804.0,France,Female,34.0,3,0.0,1,0.0,1.0,131399.89,0
19727,Chidumaga,646.0,Germany,Female,29.0,2,130377.65,2,1.0,1.0,151165.61,0
19728,Fyodorova,731.0,Germany,Male,36.0,7,139551.19,2,1.0,0.0,105899.53,1
19729,Palerma,588.0,Germany,Female,39.0,2,121855.18,1,0.0,0.0,80323.2,1
19730,Mazzanti,662.0,France,Male,37.0,9,123603.65,1,1.0,1.0,75209.28,0
19732,Chiawuotu,569.0,Spain,Male,35.0,2,0.0,1,1.0,1.0,38635.14,0
19733,Trevisani,652.0,Spain,Female,48.0,1,0.0,2,1.0,1.0,179200.59,0
19738,Chukwuemeka,726.0,France,Female,58.0,3,0.0,1,1.0,0.0,,1
19739,O'Loughlin,732.0,Germany,Female,34.0,6,98007.36,2,1.0,1.0,146509.3,0
19740,Hs?,634.0,France,Female,37.0,9,0.0,1,0.0,1.0,155608.14,0
19742,Ch'iu,746.0,Germany,Male,39.0,8,90973.72,2,1.0,0.0,,0
19743,P'eng,687.0,Spain,Male,48.0,10,129844.85,1,1.0,0.0,183677.86,0
19744,Uchenna,708.0,France,Male,37.0,6,0.0,2,1.0,1.0,129646.8,0
19746,Ritchie,732.0,France,Female,28.0,4,0.0,2,1.0,1.0,141121.57,0
19747,Ts'ao,636.0,France,Female,38.0,8,0.0,2,1.0,0.0,53766.67,0
19748,Chijindum,461.0,Spain,Female,47.0,9,0.0,2,1.0,0.0,,1
19750,Folliero,727.0,France,Female,30.0,8,0.0,2,0.0,0.0,94538.87,0
19751,Zuyeva,794.0,France,Female,29.0,8,145058.21,1,0.0,0.0,5046.6,0
19752,Hsieh,788.0,Spain,Female,37.0,5,0.0,2,1.0,0.0,,0
19754,Genovese,683.0,France,Male,39.0,8,0.0,2,0.0,1.0,142771.51,0
19757,Chidozie,516.0,Spain,Male,37.0,6,0.0,2,1.0,1.0,149553.26,0
19758,Hs?,695.0,France,Male,31.0,9,125868.47,1,1.0,0.0,,0
19759,Ubanwa,705.0,Spain,Male,37.0,5,0.0,1,0.0,0.0,109348.51,0
19760,Yefimova,611.0,Spain,Female,34.0,9,0.0,2,1.0,1.0,163796.41,0
19762,Toscani,511.0,Germany,Male,34.0,1,142082.38,2,1.0,1.0,177948.48,0
19763,Samsonova,761.0,Spain,Female,34.0,2,0.0,2,1.0,1.0,61037.31,0
19765,Tseng,606.0,Spain,Female,31.0,10,0.0,2,1.0,1.0,195361.91,0
19766,Chikwado,758.0,Germany,Female,67.0,7,131732.84,2,1.0,1.0,40925.13,0
19768,Iadanza,639.0,France,Male,40.0,1,99951.32,1,1.0,0.0,,0
19769,Clements,661.0,France,Male,37.0,1,0.0,2,1.0,0.0,57949.98,0
19770,Udegbulam,683.0,Spain,Male,24.0,1,128584.82,1,0.0,1.0,83219.75,0
19771,Fomin,656.0,France,Female,28.0,9,0.0,2,1.0,0.0,,0
19774,Iloerika,755.0,France,Female,29.0,4,0.0,2,1.0,0.0,80178.6,0
19775,Pagnotto,678.0,France,Male,54.0,7,126297.64,1,1.0,1.0,132729.79,0
19777,Rischbieth,676.0,France,Male,33.0,1,0.0,2,1.0,0.0,57391.93,0
19779,Ts'ui,577.0,France,Female,37.0,8,105650.81,1,1.0,0.0,54451.7,0
19780,Jen,596.0,France,Male,37.0,1,0.0,1,0.0,1.0,63361.75,0
19781,Ch'in,367.0,Spain,Male,42.0,6,93841.31,1,1.0,0.0,168740.05,0
19782,Genovese,715.0,France,Female,39.0,5,0.0,1,1.0,0.0,180777.44,1
19783,Chu,676.0,Germany,Female,40.0,4,180493.89,2,1.0,1.0,170721.8,0
19784,Onyemere,561.0,France,Male,49.0,2,0.0,3,1.0,1.0,64176.68,1
19785,Chinweike,573.0,France,Female,36.0,7,104737.81,2,1.0,0.0,67649.44,0
19786,Tuan,713.0,Germany,Male,46.0,2,103629.61,1,0.0,1.0,131412.03,1
19787,Cameron,747.0,France,Male,40.0,3,0.0,1,0.0,0.0,58222.34,0
19788,Bovee,707.0,France,Female,36.0,6,0.0,2,1.0,1.0,142491.7,0
19791,Onyekachi,624.0,France,Female,31.0,7,0.0,2,0.0,0.0,146691.89,0
19792,Ebelegbulam,737.0,France,Male,47.0,1,95170.37,1,0.0,0.0,128007.05,0
19793,Hs?,683.0,Germany,Male,41.0,9,132071.81,1,1.0,1.0,131089.44,0
19795,P'eng,676.0,Spain,Male,40.0,4,0.0,2,0.0,1.0,176469.31,0
19796,Hsueh,608.0,Spain,Female,37.0,5,126363.06,1,1.0,1.0,132429.03,0
19797,Mitchell,601.0,France,Male,46.0,8,115738.01,1,1.0,0.0,129882.89,0
19798,Pisano,707.0,Spain,Male,30.0,4,130259.48,1,1.0,1.0,200002.26,0
19799,Baresi,774.0,France,Female,36.0,8,117342.89,1,0.0,0.0,101507.84,0
19801,Shao,731.0,France,Male,45.0,7,0.0,2,1.0,1.0,174386.07,0
19802,Riddle,653.0,Germany,Male,49.0,1,87142.86,1,1.0,0.0,119615.2,1
19805,Y?,800.0,France,Female,27.0,1,0.0,2,0.0,0.0,167147.02,0
19806,Milanesi,671.0,France,Female,39.0,8,130535.81,2,0.0,1.0,42294.17,0
19807,Mazzi,683.0,France,Male,38.0,6,0.0,2,1.0,0.0,,0
19808,Nkemdirim,577.0,France,Male,55.0,8,0.0,1,1.0,1.0,177808.88,1
19809,Gboliwe,659.0,Germany,Male,35.0,9,103322.12,1,1.0,0.0,62831.74,1
19810,Sanderson,583.0,France,Female,39.0,10,0.0,2,0.0,0.0,132690.57,0
19813,Nwoye,653.0,France,Male,31.0,8,126822.0,1,1.0,1.0,103819.57,0
19814,Shaw,683.0,France,Male,30.0,2,0.0,2,1.0,0.0,62589.81,0
19815,Skelton,639.0,Spain,Male,33.0,4,0.0,2,1.0,0.0,145796.1,1
19816,Onochie,504.0,Germany,Male,54.0,7,93833.47,1,1.0,0.0,131243.06,1
19817,Kalinina,681.0,Spain,Male,33.0,4,0.0,2,0.0,0.0,158192.28,0
19818,Kao,694.0,France,Female,33.0,9,123890.48,1,0.0,1.0,161730.89,1
19820,White,757.0,Spain,Female,35.0,4,0.0,2,1.0,0.0,121120.86,0
19821,Ch'ang,592.0,Germany,Female,38.0,8,112223.41,2,1.0,0.0,34799.81,0
19822,Romani,816.0,France,Male,67.0,6,152173.47,1,1.0,1.0,72918.51,0
19824,Martin,588.0,Germany,Male,32.0,9,102970.55,1,1.0,0.0,65850.08,1
19825,Iloerika,724.0,France,Male,38.0,6,0.0,2,1.0,1.0,70217.99,0
19826,Chuang,661.0,France,Female,37.0,9,0.0,2,1.0,1.0,11963.58,0
19827,Cattaneo,549.0,France,Male,38.0,4,0.0,2,1.0,0.0,,0
19829,Young,,France,Male,34.0,7,139317.08,1,1.0,1.0,99272.6,0
19830,Y?an,624.0,France,Female,35.0,6,0.0,2,1.0,1.0,176946.65,0
19831,Chimaobim,640.0,France,Female,41.0,3,0.0,2,1.0,0.0,2694.34,0
19834,Brown,699.0,France,Male,31.0,3,0.0,2,1.0,1.0,110774.75,0
19835,Ballard,621.0,France,Female,27.0,1,0.0,2,1.0,0.0,59073.5,0
19836,Nwokezuike,476.0,France,Male,29.0,8,0.0,2,0.0,0.0,,0
19837,Tien,591.0,France,Female,48.0,7,0.0,2,1.0,1.0,77446.17,0
19838,Ting,581.0,France,Female,27.0,8,104379.22,1,1.0,0.0,177162.6,0
19840,Ts'ui,,France,Female,41.0,10,0.0,1,1.0,1.0,90728.95,0
19842,Macintyre,624.0,France,Male,38.0,2,0.0,2,1.0,0.0,147680.46,0
19846,Lo Duca,615.0,Spain,Male,40.0,7,0.0,2,1.0,1.0,131694.02,0
19848,Iweobiegbunam,730.0,Spain,Male,23.0,3,0.0,2,1.0,1.0,161078.24,0
19849,Pirozzi,592.0,Spain,Female,41.0,2,0.0,2,1.0,1.0,131595.96,0
19852,Monds,,France,Male,32.0,6,0.0,2,1.0,1.0,152644.1,0
19853,Boni,602.0,France,Male,48.0,4,191793.28,1,0.0,0.0,,0
19854,Yobanna,732.0,Spain,Male,43.0,1,0.0,2,1.0,0.0,129772.59,0
19855,Maclean,683.0,Spain,Male,64.0,5,119714.89,1,1.0,1.0,151537.81,0
19856,Onyeorulu,710.0,France,Male,38.0,5,90311.72,2,1.0,1.0,93056.09,0
19857,Milani,499.0,Spain,Male,35.0,10,0.0,2,0.0,0.0,11250.49,0
19860,Chigbogu,,Spain,Male,32.0,4,134401.59,1,1.0,1.0,120371.73,0
19861,Chienezie,,France,Male,37.0,6,79965.74,1,1.0,0.0,162976.72,0
19863,Goddard,517.0,France,Female,41.0,7,0.0,2,1.0,0.0,92654.32,0
19864,Hughes,587.0,France,Male,28.0,2,0.0,3,0.0,0.0,105925.27,1
19865,L?,545.0,Spain,Male,38.0,9,0.0,2,1.0,1.0,106805.99,0
19866,Clements,491.0,France,Male,38.0,10,0.0,2,1.0,0.0,134622.63,0
19869,Fanucci,745.0,France,Male,28.0,8,120710.06,1,1.0,0.0,137004.47,0
19870,Nucci,651.0,France,Male,32.0,5,0.0,2,1.0,1.0,183118.54,0
19871,Cameron,711.0,Spain,Female,53.0,8,0.0,2,1.0,1.0,51417.33,0
19873,Chidimma,579.0,Germany,Male,32.0,6,118489.98,2,0.0,0.0,143876.08,0
19874,Fanucci,,France,Male,24.0,2,0.0,2,1.0,1.0,192819.93,0
19875,Nkemakonam,534.0,France,Male,57.0,3,0.0,1,1.0,0.0,,1
19877,Campbell,850.0,Spain,Female,35.0,6,0.0,2,1.0,0.0,95045.05,0
19878,Chukwuemeka,639.0,France,Male,33.0,4,0.0,2,1.0,0.0,4855.28,0
19879,De Bernales,651.0,Spain,Female,29.0,1,108297.27,1,1.0,1.0,86804.37,0
19884,Kenenna,678.0,Germany,Male,37.0,4,147762.71,2,1.0,1.0,37169.98,0
19886,Okechukwu,757.0,France,Male,31.0,3,0.0,2,1.0,1.0,93723.65,0
19888,Eiland,584.0,France,Male,36.0,6,0.0,2,1.0,0.0,,0
19889,Sutherland,712.0,Spain,Female,43.0,10,0.0,2,1.0,1.0,71608.32,0
19890,Fanucci,667.0,Spain,Male,31.0,6,0.0,2,1.0,1.0,10148.43,0
19891,Nwebube,543.0,France,Male,39.0,1,0.0,2,1.0,1.0,181209.96,0
19892,Fiorentino,641.0,France,Female,42.0,5,0.0,2,1.0,1.0,91076.8,0
19893,Hsing,742.0,Germany,Male,37.0,1,152273.51,2,1.0,0.0,121812.89,0
19894,Nnachetam,705.0,France,Female,28.0,8,0.0,1,1.0,0.0,138042.64,1
19895,H?,,France,Male,39.0,3,64744.85,1,1.0,1.0,102294.48,0
19896,Chinweuba,529.0,Spain,Male,31.0,4,0.0,2,0.0,0.0,152038.36,0
19897,Lo,553.0,Spain,Female,45.0,6,92761.85,2,0.0,1.0,188037.19,0
19898,Fiorentino,739.0,Spain,Male,42.0,5,0.0,2,0.0,1.0,161589.16,0
